group,d_sample,theta_pool,phi_pool,ratio,fbar,c,d_pool,d_clonal,theta_s,phi_s
boot_491,0.13058774702126755,0.5724394737846419,1.211451558928001,2.1162963324638975,30000,0.40221271138593745,0.3246497203458382,1.5896541232323866e-05,1.5896878172829653e-05,3.364250497478478e-05
boot_493,0.1312531927992391,0.5529367108637646,1.0537283658357983,1.9056943500635488,30000,0.4123449786024894,0.31828294474326535,1.841005206472699e-05,1.8410503982509464e-05,3.508479342129075e-05
boot_494,0.12073928060565886,0.5485871464238549,1.138340770355827,2.0750409078602634,30000,0.38104806901915067,0.3168369261554344,1.4834270171512778e-05,1.4834563584744901e-05,3.078232628859986e-05
boot_495,0.13852219420629489,0.5840215774889566,1.357129824711677,2.3237665816163093,30000,0.4218553886251355,0.32834265240386895,1.5700179633933036e-05,1.5700508301667276e-05,3.648431650580385e-05
boot_496,0.10166439736863396,0.5230161751155672,0.8917993327275924,1.7051085131937607,30000,0.32990211614175186,0.30813601508328436,1.4436597107236462e-05,1.4436874999700271e-05,2.4616438465903104e-05
boot_497,0.15006399094241707,0.5579699139689345,1.1203711427820167,2.0079418526576585,30000,0.46899520392356714,0.31994423649001463,2.1993220586635608e-05,2.1993865541217472e-05,4.416240312193565e-05
boot_498,0.1354552082177527,0.5436343925967935,0.9898840759364991,1.8208635976986158,30000,0.42973550629261603,0.3151785363630767,2.0692715977289047e-05,2.0693286911033963e-05,3.7679652853034975e-05
boot_500,0.13967631004788633,0.5760981345090112,1.2574730569815402,2.1827410672892418,30000,0.42865723000410333,0.32582324764504245,1.718625304650437e-05,1.7186646878587406e-05,3.751399995089119e-05
boot_501,0.12648168363178672,0.5699861884012892,1.188436903837439,2.0850275463179115,30000,0.3905163961265035,0.32385917751057997,1.5365102197924808e-05,1.5365416986194552e-05,3.203731767687679e-05
boot_499,0.12604597660137715,0.5538897909039325,1.1275459124997544,2.0356863964934817,30000,0.39559588808273916,0.31859850891995856,1.6076203252239522e-05,1.6076547852040673e-05,3.27268097649757e-05
boot_502,0.14036809925554086,0.5730141920898282,1.0621016023469056,1.853534549420734,30000,0.43208602113048383,0.32483449280957666,2.052376230523885e-05,2.0524323953700588e-05,3.80425435516876e-05
boot_503,0.1401304483959485,0.5692579251160943,1.2078339891286687,2.121769299711275,30000,0.4329724387287481,0.3236239371459526,1.799400869232276e-05,1.7994440415145756e-05,3.818005123834007e-05
boot_504,0.11598038152550101,0.5580856179413605,1.236811436992701,2.216167909065623,30000,0.36243321313910115,0.3199822761714547,1.2825362434150032e-05,1.2825581757795996e-05,2.842364270672495e-05
boot_505,0.12856277909748204,0.5486079076013327,1.1089474498044951,2.0213843702201153,30000,0.4057290134339513,0.31684385124452424,1.6887782938169845e-05,1.6888163209682526e-05,3.413746915377863e-05
boot_506,0.14227538466514086,0.5543706731591013,1.004941952711425,1.8127617519605195,30000,0.4463049516453915,0.31875755368091696,2.2232604413810905e-05,2.2233263484946757e-05,4.030360966677193e-05
boot_507,0.12166389022717349,0.5552990553966528,1.060274811384936,1.9093762200398066,30000,0.38128338639891884,0.3190642710002819,1.6137438472083916e-05,1.6137785702115705e-05,3.081310426371812e-05
boot_509,0.12673654674787155,0.5079900971311709,1.020754931803535,2.0093992728759043,30000,0.4184339381580399,0.30285816535219673,1.7903239057754296e-05,1.790366643591458e-05,3.597561431813949e-05
boot_508,0.1212276806903763,0.5450438612574945,1.1441084044020493,2.099112540708975,30000,0.38402613963862176,0.3156517768797348,1.4850216492666872e-05,1.485051053706221e-05,3.1172892904278055e-05
boot_510,0.1482191522311052,0.6059238057913824,1.2042149301706615,1.9874032323220336,30000,0.4422091578820468,0.3351536807618051,1.9945290454739568e-05,1.9945820888327534e-05,3.964038890477848e-05
boot_511,0.1371030260838136,0.5605926113195838,1.1374679591503003,2.0290455781655856,30000,0.4273392313510367,0.3208048442043016,1.838880613936148e-05,1.83892570146712e-05,3.731264063136907e-05
boot_512,0.13577065302864028,0.5417696847138745,1.0123465751366982,1.8685921410891604,30000,0.4315966737093731,0.3145508586737015,2.031781326639061e-05,2.0318363699349975e-05,3.796673472839665e-05
boot_513,0.1422736566150771,0.5267303594917123,0.9505834650186813,1.8046870621544988,30000,0.4597642301945328,0.30942145824436995,2.3578704699939065e-05,2.3579445996997935e-05,4.255352112355286e-05
boot_514,0.10868530552787592,0.5512146909202752,1.1788526743038439,2.1386452388192008,30000,0.3420627510291421,0.31771161290672506,1.2154932872625352e-05,1.2155129865675452e-05,2.5995510614455877e-05
boot_517,0.10402582811216071,0.5446189118568893,1.1495271239364373,2.110699975542717,30000,0.3296829905488247,0.31550920518131575,1.1650908736767038e-05,1.165108973114456e-05,2.4591954810572823e-05
boot_516,0.12250687353607914,0.5484483069784912,1.0567466598624367,1.926793549029735,30000,0.38668077795183436,0.31679060923961927,1.6360660332984462e-05,1.6361017235712055e-05,3.15243024653343e-05
boot_515,0.14708232550772624,0.5992743493663125,1.3534540181299608,2.2584881524816414,30000,0.441514465402528,0.3331092466375141,1.7501899905760703e-05,1.750230833729222e-05,3.952875602085514e-05
boot_518,0.13995018490767275,0.5336133253469861,1.01928711497398,1.9101605348989004,30000,0.4488314743612282,0.31178391974238423,2.1315672120379282e-05,2.1316277948101374e-05,4.071751288739895e-05
boot_519,0.11696612045156642,0.5313021649449688,1.091686517969215,2.0547375674298065,30000,0.3760753045726018,0.3109934835127989,1.4667506292418587e-05,1.4667793145682934e-05,3.0138465607724144e-05
boot_520,0.13120606887114164,0.5762123971089224,1.1624559518738038,2.0174087848617788,30000,0.4026151522053701,0.3258597934793686,1.6703674142453147e-05,1.6704046167711877e-05,3.3698889481478674e-05
boot_521,0.15733199396895164,0.573063972772371,1.139343127232913,1.9881604521760368,30000,0.4842837542848901,0.3248504897905066,2.3616071862986457e-05,2.3616815511536185e-05,4.695401860637382e-05
boot_522,0.11836600330485388,0.5709142188080044,1.0267653297726216,1.798458150011355,30000,0.3651171477891021,0.32415856988230385,1.598852134280667e-05,1.5988862193825917e-05,2.8755299521894657e-05
boot_523,0.12053794669341432,0.5536583929747265,0.9848269740767644,1.778762837469927,30000,0.3783956353627158,0.31852193563033737,1.7111339970952292e-05,1.7111730377133593e-05,3.0437710079650495e-05
boot_525,0.10593180997257481,0.5593991783984978,1.2390062451146728,2.2148874952977584,30000,0.330586239634056,0.32041366049428605,1.1148295460216993e-05,1.1148461175335807e-05,2.469258724906383e-05
boot_524,0.122030068209472,0.5664757861047668,1.0837005729338367,1.9130571853488048,30000,0.3780958798866035,0.32272286665876015,1.5889878007650837e-05,1.5890214665747575e-05,3.0398889343043358e-05
boot_526,0.1271472197107348,0.5949673623346758,1.4007293789708368,2.35429616420356,30000,0.3832096246102595,0.3317742379833081,1.3194949404519204e-05,1.3195181550856468e-05,3.106536531115096e-05
boot_527,0.1198179007212941,0.5558410819871271,1.0940060354423318,1.9681993125288069,30000,0.3752887711935331,0.31924314316713687,1.526114738862535e-05,1.5261457931770498e-05,3.0037591009498e-05
boot_528,0.14363274861234918,0.5635951134243259,1.111955449381903,1.972968577789498,30000,0.44632612809603894,0.32178586137272147,2.0429047472963183e-05,2.042960394942843e-05,4.030696664890652e-05
boot_529,0.16128096388851704,0.594326764807027,1.197970201796284,2.015676009787739,30000,0.48637239149815886,0.3315749453736832,2.3489286883380036e-05,2.349002256855205e-05,4.734827496080293e-05
boot_530,0.11497115407515687,0.5512079600317006,1.1824987861856744,2.145286120537279,30000,0.36184868595714587,0.3177093767653434,1.3215637370023465e-05,1.3215870244888378e-05,2.835182300718065e-05
boot_531,0.12431848374233408,0.5469940638152367,1.146110528249474,2.0952887866011767,30000,0.393004074520826,0.31630487702823373,1.5450316939112812e-05,1.545063522872774e-05,3.2373542740618334e-05
boot_532,0.1146461454127148,0.5597523942670133,1.1869512303147547,2.1204933511165205,30000,0.35765103660640557,0.32052951194275453,1.3128694718889228e-05,1.3128924539745587e-05,2.783979719384104e-05
boot_533,0.1147595166098048,0.5190494256499438,0.9794900861965623,1.8870844235499604,30000,0.37407592492344643,0.306754852387317,1.5834952925711427e-05,1.5835287260415873e-05,2.9882523931569922e-05
boot_534,0.11039022364174218,0.5897797780209084,1.2799105292217383,2.1701499049639574,30000,0.3343355705385046,0.33015488125152037,1.1571975460889445e-05,1.157215401113244e-05,2.5113308927487343e-05
boot_535,0.14799266291667362,0.5776912575117384,1.1160847558671452,1.9319744610198932,30000,0.4534670970474298,0.32633222572076265,2.147326535940895e-05,2.147388017851211e-05,4.14869880838867e-05
boot_536,0.14206695388845383,0.5429382890689491,0.9766769787078455,1.7988729076055543,30000,0.45104596856845947,0.31494443334564803,2.2837804449115725e-05,2.283849989070828e-05,4.108355870374754e-05
boot_537,0.14028958332789465,0.5632942688883292,1.1693577522965788,2.0759269477467366,30000,0.43607216173742863,0.3216877676804741,1.8624849262552952e-05,1.862531178738563e-05,3.8664786649618764e-05
boot_538,0.1357236540832197,0.5436350365256976,1.0895324929692556,2.0041616521486905,30000,0.43059029351460165,0.3151787528028767,1.8865860803953406e-05,1.8866335376829537e-05,3.781118587881797e-05
boot_539,0.12657872596620884,0.536366408736962,1.0256274358122897,1.9121768610145475,30000,0.4047308081297528,0.3127217904793557,1.7778487212987008e-05,1.7778908655787272e-05,3.3996417745687676e-05
boot_540,0.12064634086928162,0.5273960157578863,1.0797587811227538,2.0473396629117553,30000,0.38958959797916193,0.30965104551679257,1.5587107519354532e-05,1.558743146998156e-05,3.1912766691412135e-05
boot_541,0.13711055829854268,0.5835896149845927,1.2226757039506448,2.095095033490143,30000,0.41772715432448776,0.3282060735329746,1.7121130881645993e-05,1.712152173473201e-05,3.5871215152230575e-05
boot_542,0.13221053840991642,0.5652270151288642,1.2109794263508014,2.142465582744155,30000,0.4101579899996333,0.3223171790651768,1.622824761427127e-05,1.6228598763230154e-05,3.476921430638497e-05
boot_543,0.11062315681979494,0.5503496396416959,1.2659264305367495,2.3002221485253056,30000,0.3484789104514124,0.31742403515796436,1.1626479907113942e-05,1.1626660143287999e-05,2.6743901174967458e-05
boot_544,0.12224948290222085,0.5935597128111806,1.3269371581717504,2.2355579894181044,30000,0.3689342795279552,0.33133606222602485,1.3075505394984735e-05,1.3075733357414146e-05,2.923156017466801e-05
boot_545,0.12030864938214968,0.5664939500796652,1.2119124516708941,2.13932108454197,30000,0.3727586490751182,0.3227287619012899,1.3889514979417874e-05,1.3889772209016752e-05,2.9714682546234637e-05
boot_546,0.1411549471783364,0.5699777559634678,1.184816615402137,2.0787067618092743,30000,0.4358241494268147,0.32385645518744033,1.8581192151781734e-05,1.858165251078947e-05,3.8625806719768356e-05
boot_547,0.12490808299891619,0.5551672465589953,1.0937324454046071,1.970095412118987,30000,0.39150477358240476,0.3190207508018596,1.6329114369319187e-05,1.6329469897027907e-05,3.217061372646978e-05
boot_548,0.13166265286999848,0.531126269019322,1.0426382595889547,1.963070404169793,30000,0.423408837564602,0.3109332088471005,1.8703637028519267e-05,1.870410347486905e-05,3.6717471968044813e-05
boot_549,0.13327287319227596,0.585570832859974,1.1333968151430718,1.935541785111585,30000,0.40526012178924614,0.32883177278177766,1.760249638975146e-05,1.7602909529953392e-05,3.407116693476372e-05
boot_550,0.13224608591549558,0.5885135617168896,1.2640929798648008,2.14794197125555,30000,0.40101185143841755,0.32975771326628145,1.5584269083814382e-05,1.5584592916467146e-05,3.3474801230211727e-05
boot_551,0.13128656663943664,0.5875850948504252,1.21205028054249,2.0627655316053035,30000,0.39845357439191526,0.3294660076838691,1.6055680415731222e-05,1.605602413625426e-05,3.3119813162888105e-05
boot_552,0.12485260602248793,0.5693447351470283,1.1652677523778394,2.0466822303659646,30000,0.3857327803624151,0.32365199176899373,1.5340827736250685e-05,1.534114153066335e-05,3.1398441764337994e-05
boot_553,0.09872185158137549,0.48728349600214577,0.930031785990981,1.9086051418143775,30000,0.3341958326696744,0.2953750075730223,1.3149475667914537e-05,1.314970621690379e-05,2.5097596898931057e-05
boot_554,0.13686870650603167,0.5393095971214394,1.1220216035327213,2.080477724708595,30000,0.4362432275030661,0.3137199930444492,1.859704147809768e-05,1.8597502622801234e-05,3.8691689941947635e-05
boot_555,0.11699035628597035,0.5642181902862333,1.1839235725855735,2.098343500738531,30000,0.3633097495472698,0.3219888796566657,1.359697418794236e-05,1.3597220696020802e-05,2.8531639675602694e-05
boot_556,0.12969008772289164,0.5439539947957982,1.1544467256266657,2.1223241977661145,30000,0.41131044209211315,0.315285935773343,1.6460449148728563e-05,1.6460810418505685e-05,3.4935176266035185e-05
boot_557,0.14052752619430947,0.5491159345104294,1.1429005364919864,2.0813465147591326,30000,0.4432523960334831,0.31701323949815335,1.9125744485871935e-05,1.9126232223779255e-05,3.9808316779436764e-05
boot_558,0.12305814694335142,0.5358144171265716,1.0001165971012218,1.866535436774131,30000,0.39370939775312486,0.31253406984109966,1.7395171292342617e-05,1.7395574757679468e-05,3.24694567282623e-05
boot_559,0.11801935791117119,0.5675215563305793,1.1205861232682996,1.9745260964423388,30000,0.36528623882762634,0.3230620138264644,1.45734549796392e-05,1.4573738165928596e-05,2.877622633134372e-05
boot_560,0.13637111890841638,0.5895563457339955,1.3058722526250521,2.2150083907573683,30000,0.4131113331721853,0.33008485287583467,1.588934573580663e-05,1.588968237134907e-05,3.5195779779007625e-05
boot_561,0.1065934305393365,0.5041657585564383,0.8889493397469359,1.763208477886789,30000,0.3535166906893626,0.30149469185999384,1.5506684299496933e-05,1.5507004915803146e-05,2.7342082534176217e-05
boot_562,0.1142648845070922,0.5644268489346382,1.240827716541763,2.1983853512352196,30000,0.35477222331661096,0.3220568242683765,1.2505548280438449e-05,1.2505756802232415e-05,2.7492472560137943e-05
boot_563,0.12394214273009219,0.521847374756518,0.9978552767731386,1.9121592347546348,30000,0.40272846813708135,0.3077299515929065,1.7631386431397106e-05,1.7631800928857983e-05,3.371481097147114e-05
boot_565,0.12550424236718455,0.5427120152603908,1.0028008095535836,1.8477586295421233,30000,0.3985585865473017,0.3148682820614956,1.7931788427802817e-05,1.7932217170101933e-05,3.313440902287928e-05
boot_564,0.13208297632388827,0.5468724204356181,1.138386476782656,2.0816308049981016,30000,0.4176032149317422,0.31626419751369467,1.7223093634867916e-05,1.7223489157223215e-05,3.5852945599226635e-05
boot_566,0.14490444388852164,0.557216133445425,1.1191030594761167,2.0083823714083544,30000,0.4532213285606288,0.3196962532757145,2.063585073162689e-05,2.063641853169683e-05,4.1445819188064585e-05
boot_567,0.13238601031445582,0.5763145758549847,1.288112556037895,2.235085854156874,30000,0.40619816663225744,0.32589246907175506,1.5302846401984758e-05,1.5303158644499693e-05,3.4203873410239746e-05
boot_569,0.13259937275154243,0.5530522442984231,1.2443418409745601,2.2499535148855156,30000,0.4165293013273499,0.3183212223751966,1.586437494611675e-05,1.5864710524404977e-05,3.569486120702621e-05
boot_568,0.1378185955793353,0.5483098799276058,1.1098747806670186,2.0241743242225674,30000,0.43507585253654585,0.3167444200367903,1.9023785198808155e-05,1.9024267750252484e-05,3.8508434317196504e-05
boot_570,0.15422490281934595,0.5743574541270337,1.291463118225306,2.2485354876924193,30000,0.4741180734094375,0.3252657273554754,2.0047883213889167e-05,2.0048419118375976e-05,4.507958185979955e-05
boot_571,0.13476361128368552,0.5603492068645104,1.0757615168385803,1.919805549218336,30000,0.4201500313981691,0.320725118881869,1.8871287193711337e-05,1.8871762039633072e-05,3.623011348721551e-05
boot_573,0.11126127874090184,0.5596624556132451,1.0939264066738845,1.954618173333111,30000,0.34712135001519084,0.3205000188490467,1.3600564403263267e-05,1.360081104153861e-05,2.6584392433861003e-05
boot_572,0.1428853789332159,0.6057283701472039,1.2717871038255657,2.0995996993115846,30000,0.42637372525063216,0.3350938784006385,1.77008817417848e-05,1.7701299513263948e-05,3.716564313547329e-05
boot_574,0.14123878607006057,0.5963331641479821,1.1154855435513344,1.8705743879683387,30000,0.425129606456328,0.33219851149847124,1.976725791614456e-05,1.976777892252375e-05,3.697710095949328e-05
boot_575,0.13165083389910634,0.5683683769647379,1.2896198204841718,2.2689858773831486,30000,0.4071361113852255,0.3233362466604089,1.5132923535497375e-05,1.5133228882158068e-05,3.433708261282343e-05
boot_577,0.11343555686831049,0.5468638412051551,1.099340494938233,2.010263638048465,30000,0.3586484540598265,0.3162613281921118,1.390880455288292e-05,1.3909062497458641e-05,2.7960882577984678e-05
boot_576,0.11431558345214575,0.5440070048153718,1.0478918999929954,1.92624707166893,30000,0.3625271674337049,0.3153037441785277,1.4761717491120199e-05,1.4762008041243275e-05,2.8435274761398053e-05
boot_578,0.10542137802087771,0.5410803409781155,0.9911979134005562,1.8318867612317227,30000,0.3353676963735412,0.31431836025490634,1.3772448662208517e-05,1.3772701573975675e-05,2.523002967976135e-05
boot_579,0.13428570472681164,0.5879173003857991,1.1538243816753337,1.9625623891628616,30000,0.40742528456514987,0.32957042648465745,1.7516663758880013e-05,1.751707287978091e-05,3.4378348402082786e-05
boot_580,0.12404531548342848,0.5689042099260029,1.2219301842784085,2.147866306767785,30000,0.38340869878433864,0.323509587908921,1.4475291808160685e-05,1.4475571192316818e-05,3.1091591635195666e-05
boot_581,0.11455807214995982,0.5169874320045267,0.8978316784748077,1.736660550902805,30000,0.3742966145455432,0.3060334808451436,1.7222748485534977e-05,1.7223143992037783e-05,2.991075473349067e-05
boot_582,0.1334562742210866,0.558428753955533,1.2671351550275545,2.269108003576146,30000,0.4168983195801982,0.3200950485079935,1.5754357208310784e-05,1.575468814829051e-05,3.5749088971132246e-05
boot_583,0.148913930597151,0.5661123767214554,1.1664718948573853,2.0604953059193143,30000,0.4615637797138135,0.322604885457248,2.0801556321345425e-05,2.0802133277008043e-05,4.286269797038303e-05
boot_585,0.14096253077801846,0.5331265655135162,1.0639961013250439,1.9957664279966716,30000,0.4523209290965933,0.31161768050146826,2.0690968983491115e-05,2.0691539820835987e-05,4.129548051798073e-05
boot_584,0.12967528629791159,0.5614886258223301,1.2872709144931087,2.2926037239095125,30000,0.403822042212299,0.32109807212601554,1.477253802638695e-05,1.4772829002624548e-05,3.386824278409549e-05
boot_586,0.14856985100082312,0.5400201381748386,1.1803903846003418,2.1858266037815333,30000,0.4731777534105216,0.31396029538279707,2.0545395638705832e-05,2.0545958471833274e-05,4.4909902627923746e-05
boot_587,0.11820718352402526,0.5560094917039854,1.0480046673162713,1.8848683034249707,30000,0.37017804266450555,0.31929868919551935,1.5591282855764375e-05,1.559160697997051e-05,2.938812579600595e-05
boot_588,0.11999818370990385,0.5509406692627272,1.1056219924402662,2.00678957667042,30000,0.3777739447374092,0.31762055850034915,1.5126971055428662e-05,1.5127276161920193e-05,3.035726012515636e-05
boot_589,0.1520094243610285,0.5892639579265988,1.236775410963445,2.0988478835786917,30000,0.460610891270822,0.329993177094945,2.0343284389816084e-05,2.0343836203743382e-05,4.269861756009836e-05
boot_590,0.12376431284373335,0.5847339841003911,1.2970581006182493,2.2182020130295035,30000,0.37665241954946643,0.3285677095956134,1.3620071666908578e-05,1.3620319013203357e-05,3.021261905319171e-05
boot_591,0.14960611241340535,0.5728185194488247,1.1037726376861434,1.9269150703231652,30000,0.46061342630576196,0.3247716019016914,2.215868032181528e-05,2.215933501730967e-05,4.269915659319384e-05
boot_592,0.141540651681968,0.5844678665463685,1.297984961844402,2.2207978165065243,30000,0.4308614545530705,0.3284836682086905,1.7044357162239693e-05,1.7044744517857428e-05,3.785293140816933e-05
boot_593,0.15052400861546708,0.5765521070227105,1.1501174655383808,1.9948196382067465,30000,0.4617393306537983,0.3259684093657921,2.150159073858417e-05,2.1502207180795874e-05,4.289302514904173e-05
boot_594,0.12441762010685006,0.5283764172936537,1.0378951910133631,1.9643102096218956,30000,0.401328767302835,0.30998875418022587,1.706364595545782e-05,1.7064034188308436e-05,3.351905657343133e-05
boot_595,0.13911898280418988,0.5268862776168632,0.9952591199286593,1.8889448486498324,30000,0.4494933986042753,0.30947525644192003,2.161282380894994e-05,2.1613446645768952e-05,4.082660870309326e-05
boot_596,0.12798655583447077,0.534550509154626,0.9509101466396529,1.7788967185598343,30000,0.4100401815235751,0.3121036339239115,1.9535442553411288e-05,1.953595141135332e-05,3.475243985960079e-05
boot_597,0.13474814912765407,0.5339184343496224,1.1185174709335746,2.0949219936488332,30000,0.43200704648266214,0.31188805694269967,1.8153067847378422e-05,1.8153507236509797e-05,3.803018157162763e-05
boot_598,0.15947006146840254,0.5873514413359184,1.229628945223163,2.09351481700019,30000,0.48409870540904515,0.3293925346668018,2.2411001718706587e-05,2.2411671409381887e-05,4.6919166169280514e-05
boot_599,0.10583707938783363,0.5550418231556928,1.093231435523181,1.9696379442320375,30000,0.3317727733591806,0.31897933076211216,1.2603761559696174e-05,1.2603973369662916e-05,2.4825264196978212e-05
boot_600,0.1252437799562105,0.5639905110603803,1.115511992883539,1.977891420169857,30000,0.38902833261437114,0.3219147168375921,1.6096361549325326e-05,1.609670701387979e-05,3.18375386957408e-05
boot_601,0.15371818624226088,0.5639750176988929,1.2336145517410617,2.1873567321730025,30000,0.4774857243454381,0.3219096691921269,2.088875800402959e-05,2.088933980718172e-05,4.569243805788843e-05
boot_602,0.15463691911375974,0.5430074501919334,1.0626999495259297,1.957063294712262,30000,0.490921370440528,0.3149677038469479,2.463724851423321e-05,2.4638057866172622e-05,4.8218238702883155e-05
boot_603,0.10480865787745618,0.5355519336250477,1.1166499886031915,2.085045200088819,30000,0.3354212704006268,0.31244474821500107,1.210315771222203e-05,1.2103353030609465e-05,2.5236038141452724e-05
boot_605,0.10325317263305313,0.5166043836538101,0.9819620018896752,1.900800753846706,30000,0.3375108178270073,0.3058992158409084,1.3401157614075948e-05,1.340139707305518e-05,2.5473385659062328e-05
boot_604,0.13828383307565717,0.5797215840631919,1.2046527497769328,2.0779849895076894,30000,0.4228822301648745,0.32697911597314605,1.7631229059120654e-05,1.7631643549182126e-05,3.663829063555054e-05
boot_606,0.15539275883347917,0.5883468917428233,1.2439466865537854,2.114308249116299,30000,0.4712741252722862,0.3297053787247186,2.1078744113520927e-05,2.1079336548109167e-05,4.4568215149565906e-05
boot_607,0.13186238811859877,0.5479764708494583,1.031145107871545,1.8817324515286062,30000,0.4164167004269064,0.31663313038958796,1.895995984156041e-05,1.8960439160447155e-05,3.567847366344721e-05
boot_608,0.14878724203524873,0.6144470480950687,1.3170530110062564,2.1434768302483227,30000,0.4405007583263567,0.33774508634445194,1.8365314465996054e-05,1.83657641900424e-05,3.936659001116023e-05
boot_609,0.14373223111160427,0.5584429848990786,1.22949276955282,2.2016442193736445,30000,0.4489914345113925,0.320099724258611,1.8505574446523657e-05,1.8506031066171132e-05,4.074369632038476e-05
boot_610,0.13780659127065603,0.5550914302069994,1.2079929412581265,2.1762053519861646,30000,0.431970275331353,0.3189957140314818,1.7472414777377705e-05,1.7472821833898255e-05,3.802444838923009e-05
boot_611,0.1536912034188131,0.6075342222427386,1.3913494477353656,2.290158145493664,30000,0.45786720635985995,0.33564580488386375,1.8439043623709074e-05,1.8439496965961016e-05,4.222936417540133e-05
boot_612,0.11886514555694798,0.5382223796957353,1.028662157494032,1.9112214510209502,30000,0.37930283926248015,0.31335178703163297,1.5986939372787807e-05,1.5987280156359267e-05,3.05552327783154e-05
boot_613,0.11714795927529921,0.5751016685094636,1.0897686690563224,1.8949148102469635,30000,0.3598676712675836,0.32550427007406435,1.4833833044908878e-05,1.4834126440848865e-05,2.810940588984059e-05
boot_614,0.14317918626484125,0.5979272914328062,1.113358511139508,1.8620299275378112,30000,0.430330041030083,0.3326926247616224,2.0284377970664303e-05,2.0284926593488475e-05,3.7771140394983164e-05
boot_615,0.11403895887391163,0.5335053117611015,1.0081456750967492,1.8896638006636888,30000,0.36577502060263994,0.31174704160110406,1.5260057188122432e-05,1.5260367686900583e-05,2.88369644027539e-05
boot_616,0.13407308866378326,0.5811939907999764,1.2514254886576366,2.1531975699458443,30000,0.4094206908746184,0.3274470108132267,1.609821349380382e-05,1.60985590378576e-05,3.466337819994469e-05
boot_617,0.14837917536014628,0.5708168390727476,1.2109381564882529,2.1214128133559234,30000,0.4577474477956584,0.32412717391240137,1.989615444164849e-05,1.9896682264932783e-05,4.220907670009996e-05
boot_618,0.11038519167963755,0.5941618052931834,1.2897346897136406,2.1706792295025314,30000,0.33294017170414536,0.3315235950129459,1.1496767945659429e-05,1.1496944182591896e-05,2.4956177939902192e-05
boot_619,0.11961779124861635,0.5768715963696296,1.1120746226617302,1.9277680330601163,30000,0.36681721829363473,0.3260705093552224,1.5025739201909459e-05,1.5026040238391939e-05,2.8966720035046984e-05
boot_620,0.13464013019573456,0.5420233090808707,1.1020855619127399,2.0332807527808865,30000,0.4278895729571917,0.3146363374046591,1.839181099086681e-05,1.839226201354234e-05,3.739663235223867e-05
boot_621,0.08998189614567435,0.514695310741699,0.8269511340898394,1.6066809174891563,30000,0.29477136809806354,0.30522884032035064,1.3007556761386463e-05,1.3007782360676326e-05,2.0899355697750704e-05
boot_622,0.13618774139467626,0.5448927359643049,1.1222189066346593,2.059522604295048,30000,0.43148541828323145,0.3156010846480601,1.842586804878242e-05,1.842632074338861e-05,3.7949424084999585e-05
boot_623,0.12749569775480002,0.5656232248775622,1.317735052335571,2.3297046414966696,30000,0.3953754134209296,0.3224459789372077,1.4034372358548251e-05,1.4034634981605917e-05,3.269655425835883e-05
boot_624,0.1602085548429083,0.5826454710765869,1.1224018265882234,1.9263890003543633,30000,0.48854021279796217,0.32790724374309366,2.479218695460819e-05,2.4793006518411886e-05,4.776097504278269e-05
boot_625,0.13887623258061702,0.5555837713849634,1.251405797172749,2.2524160380949128,30000,0.435102570780077,0.3191582475758718,1.709792643998147e-05,1.70983162343191e-05,3.851252171059896e-05
boot_626,0.12053681196945164,0.5382294367575724,0.9926499268842671,1.8442876942298743,30000,0.38463308404781144,0.31335417903832996,1.6945478215345352e-05,1.69458610896386e-05,3.1253043075749314e-05
boot_627,0.14442496011715708,0.5365720201083561,0.9340117199426962,1.740701499407443,30000,0.4616865182299129,0.3127916733704299,2.4635287623660194e-05,2.4636096846769183e-05,4.28840907207181e-05
boot_628,0.13206623375019286,0.5699104071246052,1.0963038204160391,1.9236423948586419,30000,0.40778715153879974,0.32383471108058504,1.789787114284827e-05,1.7898298264762962e-05,3.44299253379229e-05
boot_629,0.14425427355927578,0.5766793392550984,1.32565183271424,2.2987676902498286,30000,0.4424559338395927,0.32600907517273053,1.726099178059852e-05,1.7261389045524433e-05,3.967992342668389e-05
boot_630,0.13542214044584325,0.5503048402309797,1.0860230260219506,1.9734935014675024,30000,0.42661448064012447,0.3174091316155677,1.885051308409075e-05,1.8850986885123983e-05,3.72023001140413e-05
boot_631,0.12611494978314533,0.5571032454884192,1.172708530339234,2.105011126458447,30000,0.39450021347061803,0.3196590900974978,1.5475648493011562e-05,1.5475967827195807e-05,3.257708446896013e-05
boot_632,0.14816143100501927,0.5816671781472145,1.183006409723128,2.0338201194218324,30000,0.45223320575358134,0.3275971584862354,2.0296642917697233e-05,2.0297192204180434e-05,4.128083787263414e-05
boot_633,0.14672502689184358,0.5855143284089223,1.2823555083893132,2.190135144726498,30000,0.44619408291632634,0.32881395351995985,1.8393539323668283e-05,1.8393990431116703e-05,4.0285324894951604e-05
boot_634,0.11823624764693579,0.5755216926259351,1.2257994600315765,2.1298927142756625,30000,0.36306401796094834,0.32563878197598184,1.3381342971520482e-05,1.3381581722899863e-05,2.8501333417088786e-05
boot_635,0.152191188646723,0.5578715286244852,1.1168473993465506,2.0019795634674225,30000,0.4756913234851112,0.3199118853121663,2.2659407508749043e-05,2.2660092127764652e-05,4.536504134607386e-05
boot_636,0.13388327423964466,0.6002493498528035,1.2287621044215893,2.0470861063371633,30000,0.4015277134263761,0.3334102789523131,1.638722342234437e-05,1.6387581484956564e-05,3.354679037432272e-05
