group,d_sample,theta_pool,phi_pool,ratio,fbar,c,d_pool,d_clonal,theta_s,phi_s
boot_228,0.12594476985343508,0.5547220667753759,1.2221436516831627,2.2031639353875683,30000,0.3949394625558155,0.31887369783649,1.4813404860420825e-05,1.4813697448817878e-05,3.263700396897838e-05
boot_230,0.137595058079324,0.5618006244903045,1.131655899919978,2.0143372053861217,30000,0.4283449267793852,0.3212000821629755,1.8599334091176656e-05,1.8599795349586968e-05,3.7466259785240795e-05
boot_231,0.1265643976686739,0.5739638221251213,1.1022383697304794,1.9203969435728596,30000,0.3892307261957832,0.3251394482236533,1.6592389499133274e-05,1.6592756583773407e-05,3.1864679028926896e-05
boot_232,0.15838055249489097,0.6117194585631642,1.2918403682702215,2.1118183346734756,30000,0.4700514753954678,0.33691931993574575,2.1000284630115737e-05,2.100087266252026e-05,4.435002793285325e-05
boot_233,0.11479075701165944,0.55350305075173,1.1317870636596996,2.0447711392422927,30000,0.3604162345793034,0.31847051514332375,1.3779460405609875e-05,1.3779713574966685e-05,2.8176360625117112e-05
boot_236,0.11043357833363798,0.5223066835550965,0.9601238725055582,1.8382377686045401,30000,0.3586474450698953,0.3078896131958885,1.5210350842508938e-05,1.5210659321795378e-05,2.7960808450700983e-05
boot_234,0.12884091174173354,0.5181324786742029,0.9374915855730256,1.8093665696693606,30000,0.42041400269293544,0.30643435566915056,2.0044846302896496e-05,2.004538204503273e-05,3.6269444148532664e-05
boot_237,0.11466740161331714,0.494754419526301,0.8009355350216523,1.618854735625206,30000,0.3846163201368597,0.2981036329928735,1.930384662104265e-05,1.9304343485156998e-05,3.1250927869082004e-05
boot_235,0.1605786515834291,0.5880362338541741,1.2548821573594697,2.134021825720803,30000,0.48714635764007946,0.3296077970327192,2.225549011766451e-05,2.2256150546382565e-05,4.7495111022508364e-05
boot_238,0.16660492009114725,0.5988671859329479,1.1879895178652664,1.9837278544733616,30000,0.5003021384061062,0.3329834057302349,2.523555038331422e-05,2.5236399522556416e-05,5.0062148679513406e-05
boot_239,0.13781399670546182,0.541382383489335,1.050027803915569,1.93953079364699,30000,0.4382755018659313,0.3144202621998634,2.0113940261633106e-05,2.0114479703557307e-05,3.901265278323677e-05
boot_240,0.12266476600490975,0.5381764733147273,1.3059909806270458,2.426696530569626,30000,0.3914539402986971,0.31333622632264146,1.3253840787947603e-05,1.325407501114759e-05,3.2163617845461435e-05
boot_243,0.10565575750866066,0.5201051127655014,0.8575564083405138,1.648813648034947,30000,0.3439834647226694,0.3071232692897175,1.5900881867000414e-05,1.590121899154005e-05,2.621814689364373e-05
boot_241,0.14405525990166432,0.5889969982582842,1.2021679136103391,2.0410425132305514,30000,0.43661849843778044,0.3299094391311718,1.8985301668758338e-05,1.8985782269830085e-05,3.875078875966204e-05
boot_242,0.14567273033541897,0.5985723330140128,1.3820358636429222,2.3088869755872397,30000,0.4375688043781088,0.332892228893031,1.6847842021249356e-05,1.68482204961257e-05,3.890063686532661e-05
boot_244,0.12322552842493377,0.5605369311251164,1.0705861274081585,1.9099296905544927,30000,0.3841041659624561,0.32078660918232577,1.6326548218801104e-05,1.6326903634773714e-05,3.1183238006876377e-05
boot_245,0.1367040665450213,0.553239919653783,1.1126964166590803,2.0112366753205455,30000,0.4293358217864587,0.31838338703633867,1.8703519558739293e-05,1.870398599922991e-05,3.761814261633319e-05
boot_246,0.1396112397889691,0.5905128124356334,1.3343650127942381,2.259671567989366,30000,0.4225437470651632,0.33038446571952534,1.619113425717182e-05,1.6191483801822566e-05,3.6587435590538825e-05
boot_247,0.12493938767162728,0.5593323257123667,1.137262409261741,2.033249924923115,30000,0.3899282927060632,0.32039172641371905,1.571748675291448e-05,1.5717816145670552e-05,3.1958248498139974e-05
boot_248,0.14044572545462627,0.5896301317281959,1.1926632002249085,2.0227310919969996,30000,0.4254220354462223,0.3301079815408867,1.8302181961376493e-05,1.8302628598761807e-05,3.702129593198899e-05
boot_249,0.11913705448453756,0.5690439113497885,1.099574726222647,1.9323196405254985,30000,0.3681835131792969,0.32355475798801187,1.507871800262185e-05,1.5079021165699067e-05,2.9137488758380003e-05
boot_250,0.12456312671439658,0.5441971677625993,1.009495697967028,1.8550182870621088,30000,0.39494378939323826,0.31536761630189103,1.759386983944923e-05,1.7594282574805953e-05,3.2637715924003247e-05
boot_252,0.15573118162240013,0.5850593950072396,1.2768765029080558,2.182473290412259,30000,0.4737886731471697,0.32867043061634743,2.062745026204844e-05,2.0628017599924505e-05,4.5020097445989225e-05
boot_251,0.14606123110493757,0.5628811665927606,1.0549207877256919,1.874144757962594,30000,0.45419919756210964,0.3215529978544657,2.220133369969587e-05,2.2201990918108096e-05,4.160974489550541e-05
boot_253,0.1185130553935808,0.5507646188945495,1.2101173420721916,2.197158823493495,30000,0.3731698026659708,0.31756203864305693,1.354768641330704e-05,1.3547931137470506e-05,2.976695643877558e-05
boot_254,0.15160096314254784,0.5674030732970389,1.1593984943793796,2.043341936169647,30000,0.46928296332501274,0.3230236163847392,2.1637182833310926e-05,2.163780707489465e-05,4.421343860288052e-05
boot_255,0.11592494504801727,0.5015523928484282,0.8459296591125306,1.6866227161399965,30000,0.38566082831856147,0.30055816822834147,1.8610128887412136e-05,1.861059068140047e-05,3.1389045004033364e-05
boot_256,0.14241775701555856,0.5803126744776088,1.3553506163253057,2.335552325382825,30000,0.43527741515165475,0.3271670744842868,1.6501042386714537e-05,1.650140544056869e-05,3.853989584880501e-05
boot_257,0.14247531849562292,0.5202903616571138,1.1128700119924202,2.1389402802849404,30000,0.4637698891072424,0.3071878548568928,2.021727860826197e-05,2.0217823607425603e-05,4.3244717293618404e-05
boot_259,0.1347928028762369,0.5399452671565026,1.08379957378799,2.0072396957854095,30000,0.4293312755535913,0.31393498676114395,1.87404157911795e-05,1.8740884073792614e-05,3.7617446447029115e-05
boot_258,0.13943378120472497,0.5380235439079872,1.0971070860949808,2.039143265229687,30000,0.44503613197283143,0.31328438042885387,1.9663138073515344e-05,1.9663653605696517e-05,4.00970068198655e-05
boot_260,0.13569484244551216,0.567221411150352,1.2040756338867147,2.1227612537488527,30000,0.420123108997736,0.322964730729089,1.706513079623969e-05,1.7065519096660344e-05,3.62260227135017e-05
boot_261,0.13953962038708123,0.5700364320790723,1.1173087989361075,1.9600655959146145,30000,0.4308096009205855,0.3238753974281936,1.9307551678424866e-05,1.930804873328984e-05,3.784504204636416e-05
boot_262,0.14924932287895143,0.5603364859128219,1.1536712049110125,2.0588900311062424,30000,0.4653204661124934,0.3207209514141364,2.113466883791686e-05,2.113526442033596e-05,4.3515185219824164e-05
boot_263,0.12729874796276983,0.5687400298682069,1.1527527878584736,2.026853619087791,30000,0.3935275492105025,0.3234564908473921,1.6007064053220767e-05,1.6007405695311822e-05,3.244466816574928e-05
boot_264,0.1182692575798953,0.5723278043408742,1.2189601353094992,2.129828615811046,30000,0.36431200709879025,0.32461379988120037,1.3454105324714567e-05,1.3454346679644304e-05,2.865545256534877e-05
boot_265,0.1357356856375887,0.5560530218404066,1.1473979362827371,2.063468574426798,30000,0.4250543113208107,0.31931304426878404,1.7913883644933188e-05,1.7914311531456327e-05,3.696561887765174e-05
boot_266,0.14903622087942878,0.5871285357366292,1.2033747496690799,2.0495933623108433,30000,0.452520611153356,0.3293224174292888,2.016382360921922e-05,2.016436573017092e-05,4.132875015576656e-05
boot_268,0.12855031602096903,0.5578681816309189,1.16913424534296,2.0957177409276406,30000,0.4018018020186824,0.3199107846644305,1.6025219772599713e-05,1.6025562190141147e-05,3.358505499021802e-05
boot_267,0.1544779424896558,0.6224925413763842,1.2503473036361477,2.008614112663138,30000,0.45409767017155783,0.34016170722800065,2.070655357832105e-05,2.070712527591969e-05,4.1592624061895867e-05
boot_269,0.12457497260529792,0.5592767413521427,1.2422762957875193,2.221219306892888,30000,0.38881563262647406,0.3203734877172845,1.4320231699682878e-05,1.4320505130284906e-05,3.180898247984748e-05
boot_270,0.10345533692391891,0.5787487792964884,1.169694776213183,2.021075150491087,30000,0.3166733656623705,0.32666941353818746,1.1464912144054148e-05,1.1465087405680588e-05,2.317180325382936e-05
boot_271,0.13036429847194853,0.5418374033618795,1.2230895553987644,2.257299971928837,30000,0.4143865995045633,0.314573685096786,1.5673840564888504e-05,1.567416813077153e-05,3.5381299281598445e-05
boot_272,0.138428182720221,0.565558359519847,1.0838270222642234,1.9163840548380913,30000,0.4292999172140638,0.3224248978165427,1.9626385493994116e-05,1.9626899100777853e-05,3.761267648264675e-05
boot_273,0.10122624888264431,0.5481536647774015,1.0756313807999474,1.962280743369194,30000,0.31961026609271487,0.31669228361616675,1.1969384847931707e-05,1.1969575872545156e-05,2.3487668240991876e-05
boot_274,0.11264586026624196,0.5557576060254301,1.1138164449524686,2.004140713283379,30000,0.35285573526343345,0.3192156052514351,1.3603099284956201e-05,1.3603346015178136e-05,2.7263019585899718e-05
boot_275,0.12579842025969676,0.5338005272812038,1.0488138324536977,1.9648047891514864,30000,0.4033639087722719,0.3118478197767635,1.7204343788992615e-05,1.720473845063942e-05,3.380395250391506e-05
boot_276,0.14343307901127184,0.5718452612278097,1.295262363986539,2.265057440898399,30000,0.442039016175328,0.3244585115223577,1.7488298465989888e-05,1.7488706262943103e-05,3.961292425256571e-05
boot_277,0.12654978442696432,0.5701005527696357,1.0023431997542522,1.7581866828311525,30000,0.39067675098904886,0.3238960953998183,1.823370131093903e-05,1.8234144612201054e-05,3.205903022998931e-05
boot_278,0.14157344213959314,0.5474586250047563,1.151422966091725,2.1032145873703634,30000,0.44733215718321034,0.31646016361566986,1.9242094473306287e-05,1.9242588163572093e-05,4.047129212438512e-05
boot_279,0.12705352124211436,0.5149728794361149,0.916421871454851,1.7795536581621827,30000,0.4160852647634014,0.30532643494242756,2.002127900440851e-05,2.0021813487493852e-05,3.5629891434710615e-05
boot_280,0.10369729937510898,0.564236983940264,1.1144330600296282,1.9751152295036611,30000,0.32202098586753164,0.3219950002369076,1.2023903740351513e-05,1.20240965091235e-05,2.3748976136191633e-05
boot_281,0.13277805328193618,0.5753748584196131,1.0976422764827678,1.907699407474409,30000,0.40777248893320023,0.3255917683011362,1.8046351140905357e-05,1.8046785379073245e-05,3.442784177447585e-05
boot_282,0.13192178773144655,0.5602059755079795,1.124449657000003,2.0072075382280294,30000,0.4113517685407598,0.32067819067004844,1.7407453761937897e-05,1.7407857797244163e-05,3.494118339503006e-05
boot_283,0.13810815103508509,0.5926178330178896,1.356691118375934,2.2893187528073913,30000,0.41716425754478953,0.3310423590638357,1.563236377038342e-05,1.563268960490424e-05,3.5788209469324444e-05
boot_284,0.12637205815305994,0.5522373250480005,1.2068115062593885,2.1853131824338248,30000,0.3973039989632991,0.31805108471355925,1.5082764332639375e-05,1.5083067658445918e-05,3.2961226585543146e-05
boot_285,0.13378363064026916,0.51458971398752,0.9100003434128012,1.7683997924507113,30000,0.43831872638532493,0.3051917006929323,2.2064273377075393e-05,2.206492250571834e-05,3.901960437955335e-05
boot_286,0.11831572721235264,0.5399060769089635,1.001141645102071,1.8542885289118145,30000,0.37686324617824446,0.3139217381253573,1.6307714881831488e-05,1.6308069478294588e-05,3.0239866162298535e-05
boot_287,0.1410919961162316,0.521665845968925,1.0332899793815997,1.9807506804713293,30000,0.4585493549836697,0.3076668180693236,2.1378016208420413e-05,2.1378625585226113e-05,4.23457271754784e-05
boot_288,0.1367780687453845,0.5512914968691338,1.2645863003308178,2.293861428142083,30000,0.4304460329403611,0.3177371278046793,1.6473529355310152e-05,1.647389119948385e-05,3.7788823593905306e-05
boot_289,0.1460058235004373,0.5941575815077074,1.382014095810534,2.326005993735867,30000,0.44038173546477993,0.3315222800223631,1.6915957802283825e-05,1.691633934372717e-05,3.934750670557925e-05
boot_290,0.1661117712579045,0.5847195898080618,1.1766856814446145,2.012393123053855,30000,0.5055320518418457,0.3285631646562633,2.5401989391452433e-05,2.5402849768679548e-05,5.112052018046093e-05
boot_291,0.13538850493726104,0.5872735504312635,1.3828331337027426,2.3546661222649328,30000,0.41102888622603456,0.3293680359425364,1.481900408978265e-05,1.4819296899411132e-05,3.489449636482915e-05
boot_292,0.14139591841197469,0.5724376945214874,1.1015929421762665,1.9243892439632422,30000,0.4354996893901796,0.32464914806172723,2.004475479177565e-05,2.0045290529020162e-05,3.8574941486164644e-05
boot_293,0.1094242730496273,0.5492751258730064,0.9933805001614031,1.8085299212895265,30000,0.3450847216409162,0.3170662904270979,1.4567496269475514e-05,1.4567779224234853e-05,2.634626461376866e-05
boot_294,0.1600412429360671,0.5824557003103302,1.3637952521255536,2.34145747290125,30000,0.4881263413793906,0.3278471285244281,2.036353604768866e-05,2.0364088960834837e-05,4.768164827617258e-05
boot_295,0.12625499855900993,0.549876599948765,1.2044737919749828,2.190443805186855,30000,0.3979174271654195,0.31726661590633215,1.5086023898887155e-05,1.5086327355813871e-05,3.304575229956348e-05
boot_296,0.1402834833534323,0.5907159745672986,1.3833782381408453,2.3418669846438034,30000,0.4244976468734915,0.33044805113809383,1.5748382836397555e-05,1.574871352542393e-05,3.688139225580361e-05
boot_297,0.13985335302204796,0.5690816301720556,1.2154319839565493,2.1357779262512424,30000,0.4321925777665791,0.32356695208724134,1.781927990326612e-05,1.7819703282306892e-05,3.805892892269787e-05
boot_298,0.12049842170566671,0.5459957153237418,1.087238062628291,1.991294129448664,30000,0.38132907106408,0.31597078728806866,1.547657288172006e-05,1.5476892254054667e-05,3.081904468760855e-05
boot_299,0.13697074994047923,0.5598412685015814,1.082011530615817,1.9327112728074287,30000,0.4272531590558427,0.3205586520086645,1.929859111327023e-05,1.9299087706873583e-05,3.7299564365973845e-05
boot_300,0.09319976211294802,0.46848597135794173,0.8981104920357146,1.9170488487253394,30000,0.3231753322171586,0.2883615296176764,1.2453712916569167e-05,1.2453919713290228e-05,2.3874772448480842e-05
boot_301,0.11434651781132175,0.5803016387516013,1.234796430065882,2.1278527365910778,30000,0.34948361398459543,0.32716356680739833,1.2624000806259388e-05,1.2624213297031176e-05,2.686246681139726e-05
boot_302,0.12110393403073383,0.5445131471574675,1.0632133170787192,1.9525943912080588,30000,0.38384848697930346,0.31547370628474874,1.5952556103746225e-05,1.595289542302523e-05,3.114953412652777e-05
boot_303,0.13782941630071485,0.5573277298243,1.0316947661992417,1.8511455845279545,30000,0.43104021249189284,0.31973298495274943,2.046282754980946e-05,2.0463385868124264e-05,3.788070639426997e-05
boot_305,0.12777273816406867,0.562461870122451,1.134345084107229,2.0167501911912287,30000,0.39749992317011246,0.3214161204945943,1.6356781037561067e-05,1.635713777105563e-05,3.298826072711771e-05
boot_304,0.14133372453828363,0.5614705031602124,1.145422672109263,2.040040688980634,30000,0.44013202835404563,0.32109214530974195,1.926764005309234e-05,1.926813505507999e-05,3.9307779513137295e-05
boot_306,0.1363348351355322,0.5923181844516323,1.2823282156861462,2.164931365180565,30000,0.4119226523854395,0.33094883425140065,1.617733936644937e-05,1.6177688315721434e-05,3.502358485082048e-05
boot_308,0.13101685651113515,0.5549874333299717,0.9444944234935951,1.701830287987871,30000,0.4107230629570386,0.3189613664978723,2.0477804929956212e-05,2.0478364065882377e-05,3.485070021576108e-05
boot_307,0.13434205493750317,0.5462617081970327,1.0195192267643884,1.8663567507401693,30000,0.42501655507386005,0.3160598500727296,1.980276568207531e-05,1.980328856191948e-05,3.6960001294394e-05
boot_309,0.15679481685171204,0.5871783786331386,1.174411822073831,2.0000937786702604,30000,0.4760545985183049,0.3293380980516702,2.271383031204707e-05,2.2714518223663807e-05,4.543116658464224e-05
boot_310,0.11800423559605148,0.5589151505921601,1.0888716114440062,1.9481876816013435,30000,0.36844031292179275,0.320254802425106,1.497241833507195e-05,1.4972717238786765e-05,2.916966328470446e-05
boot_311,0.14542884579594206,0.5814691134335063,1.1614015973585323,1.9973573325341278,30000,0.4439770776219086,0.32753432330888893,1.9988586701836743e-05,1.9989119440832792e-05,3.9925414286047865e-05
boot_312,0.12787360681415127,0.5390701814156162,1.1078286718544748,2.055073179795031,30000,0.407677944143515,0.3136389638752793,1.6745650574983537e-05,1.6746024472415985e-05,3.4414305761453326e-05
boot_313,0.1476866391061746,0.5680560725157484,1.049174866032493,1.8469565185458103,30000,0.4568632785838488,0.3232351515771503,2.2771435998919818e-05,2.277212740430881e-05,4.205912915054384e-05
boot_314,0.1346868056620202,0.5444312556384725,1.0308414665363597,1.893428152517544,30000,0.42693658878820206,0.31544621620516317,1.96735108569395e-05,1.9674026933182794e-05,3.72513564686767e-05
boot_315,0.1365336250158872,0.5609904895717122,1.2833802621678863,2.287704134071296,30000,0.4253954351237159,0.32093510252407453,1.618057313229905e-05,1.6180922221092845e-05,3.70171626582802e-05
boot_316,0.13461485950611962,0.5698550380706926,1.272585839553085,2.2331746751973367,30000,0.4156842348221256,0.3238168330802159,1.5928073827113057e-05,1.5928412105678345e-05,3.557092653050757e-05
boot_317,0.10781308833096696,0.5338068027777363,1.004637549655465,1.8820246284380358,30000,0.34569157475921536,0.31184996154956124,1.4036246430717992e-05,1.4036509123919444e-05,2.6417055868511587e-05
boot_318,0.13024842061844538,0.5470318243096852,1.1290576735773736,2.0639707296776804,30000,0.4117332901330462,0.3163175031966718,1.6955405502345175e-05,1.6955788825378704e-05,3.4996251834177543e-05
boot_319,0.1302320888726629,0.5793880911264542,1.191641254487198,2.056723762082153,30000,0.3983883814103487,0.32687299611404913,1.6098465748356525e-05,1.6098811303239665e-05,3.3110807748649766e-05
boot_320,0.11122306230810325,0.5159999406052093,1.1285680088942598,2.1871475558128513,30000,0.36381880338502315,0.30568718294639274,1.307363130543148e-05,1.3073859202518085e-05,2.8594459199828777e-05
boot_321,0.11816179087417501,0.5721133796387156,1.22312206489612,2.137901521667804,30000,0.36405843841623653,0.32454480934629804,1.338863188206799e-05,1.3388870893619606e-05,2.8624087456883125e-05
boot_322,0.11278125828541478,0.5273073183177114,1.067525787505784,2.0244850591331676,30000,0.36422741598648617,0.309620467264804,1.4149016885890973e-05,1.4149283817165175e-05,2.864501368528561e-05
boot_323,0.12191528376658102,0.552736031881003,1.0878640476023578,1.968143896644974,30000,0.3830900472426863,0.31821644121732484,1.577583112908356e-05,1.577616297186077e-05,3.104975886554421e-05
boot_324,0.13927642535894383,0.535379312126539,0.9966939938567309,1.861659521167972,30000,0.4458088969148852,0.3123859862273676,2.1605231816078344e-05,2.1605854215396887e-05,4.022274421306078e-05
boot_325,0.12377696504159047,0.5549521819593453,1.1841784850486126,2.1338387766450175,30000,0.3880482205743344,0.3189497226209288,1.4858565931542676e-05,1.4858860306683388e-05,3.170641229915249e-05
boot_326,0.13855893260517765,0.5699649229680953,1.1435073362505228,2.0062766850558145,30000,0.4278131282398436,0.3238523121242093,1.8633541137775454e-05,1.8634004094417928e-05,3.738496796386527e-05
boot_327,0.12241045155042976,0.5655570340206174,1.2309652177562136,2.17655363421992,30000,0.37962916340603714,0.3224244670100829,1.4057523726377414e-05,1.4057787216613864e-05,3.0597527855411235e-05
boot_329,0.11309664188046321,0.5377413172559273,1.1396704352062754,2.119365573435883,30000,0.3610862546550699,0.3131886680481434,1.3333152731864871e-05,1.3333389766694459e-05,2.8258327248734536e-05
boot_330,0.12474023021947132,0.5636419966968809,1.1786415129432737,2.0911172692071975,30000,0.3876026069421144,0.32180114413638433,1.5133694817653761e-05,1.5134000195440863e-05,3.1646969160871485e-05
boot_328,0.14012052453367552,0.5898927479931364,1.3698061625763294,2.322127483744329,30000,0.42433528920436386,0.33019027952610325,1.5871701574576585e-05,1.587203746289924e-05,3.685689441561794e-05
boot_331,0.1277031407278569,0.589331011935983,1.3318077463812004,2.259863674925476,30000,0.3869366160162018,0.33001420486268396,1.396439786828913e-05,1.396465787900742e-05,3.1558223073530715e-05
boot_333,0.11983697241221532,0.5377473620054918,0.9461875843585187,1.7595392394483855,30000,0.38259786527781503,0.3131907184620572,1.7609436695516557e-05,1.7609850161572076e-05,3.098522236009256e-05
boot_332,0.12352987223402005,0.5820335941720001,1.163650284376587,1.9992837115046491,30000,0.3769161212839359,0.327713353130817,1.5128427041192359e-05,1.5128732206420908e-05,3.0246627876013116e-05
boot_334,0.12630041418702034,0.569538979206834,1.163326350527235,2.042575474197282,30000,0.390130085690652,0.32371475275545486,1.565900363742471e-05,1.565933058344413e-05,3.19853645920904e-05
boot_335,0.1206482761598013,0.5826823620256202,1.1681671031321885,2.004809445529132,30000,0.3678930692809388,0.32791892799944916,1.4515364921462088e-05,1.4515645854657623e-05,2.9101103917373392e-05
boot_337,0.13691720924833314,0.5552461767823119,1.1408863653507724,2.054739704759939,30000,0.42911184743755926,0.31904681277314834,1.829079853124666e-05,1.82912446132068e-05,3.7583746556232364e-05
boot_338,0.10839270030104745,0.544996873302317,1.1015611008371,2.021224624945783,30000,0.34338351790778276,0.3156360168920004,1.2936687554589835e-05,1.2936910702285407e-05,2.61484024821839e-05
boot_336,0.15232280164589176,0.5972271720707333,1.27671810552102,2.1377428309136115,30000,0.45811486029275755,0.33247576083592595,1.9773415117199e-05,1.977393644820419e-05,4.227159088108987e-05
boot_339,0.11751835409620047,0.5403439083712983,1.16631885169842,2.1584750630648024,30000,0.3741516135036377,0.31406970548650054,1.3848459149200059e-05,1.384871486034941e-05,2.9892105681559164e-05
boot_340,0.1490193437684704,0.5579357336748587,1.146790203460559,2.0554163037868083,30000,0.46574756280962665,0.31993299783960755,2.120675827932591e-05,2.120735793174378e-05,4.3589949253148646e-05
boot_341,0.1373847682867437,0.5821861837069924,1.2024530091307206,2.065409731083384,30000,0.41912954627130433,0.3277617221379928,1.746758142076983e-05,1.7467988252112567e-05,3.607855291836353e-05
boot_342,0.1343003447430294,0.5751965613239183,1.2165180847099217,2.1149606352129204,30000,0.4125231686503216,0.3255346667681943,1.6600658556898877e-05,1.660102600751814e-05,3.511051651004678e-05
boot_343,0.11217763103266878,0.5292822460546592,0.9374511124856746,1.7711743015632222,30000,0.36148022061472995,0.310300315481775,1.59815495555891e-05,1.5981890109414135e-05,2.8306713052201753e-05
boot_344,0.11840826679700253,0.5429748417940972,1.1158870425280087,2.0551358122613848,30000,0.3759218606100157,0.3149567324763333,1.4655076457744447e-05,1.4655362825028068e-05,3.011876098339936e-05
boot_345,0.1216637796405542,0.5455143743823214,1.0793879088122,1.978660800706446,30000,0.3852133496491277,0.3158095262214361,1.5833450002919906e-05,1.5833784274162122e-05,3.1329688270126755e-05
boot_346,0.10128595448727001,0.548348875411678,1.165433954052656,2.1253512249436013,30000,0.31973498358875596,0.3167574327265131,1.1057356560189346e-05,1.1057519582771611e-05,2.35011127900815e-05
boot_347,0.13483960284499844,0.5509125633940397,1.0972614671491945,1.9917161815828461,30000,0.42450939617065137,0.31761121705792794,1.851789523731254e-05,1.851835246519376e-05,3.688330226118101e-05
boot_348,0.12718438174101587,0.5608156806833305,1.1105417195943152,1.980225870719532,30000,0.3963326276235899,0.3208778829173239,1.6577437436918526e-05,1.657780386026031e-05,3.282779608380159e-05
boot_349,0.10637064421352209,0.5352233357956455,1.0063635474323698,1.8802684414653608,30000,0.34053920192490605,0.3123328768367156,1.3731825551150496e-05,1.3732076973131097e-05,2.5819990968351575e-05
boot_350,0.1312273919923821,0.5383599380871281,1.0165480749228537,1.8882312798660283,30000,0.4186884867319606,0.31339840802938745,1.9072029538874964e-05,1.9072514540955907e-05,3.601331854193261e-05
boot_351,0.1431030012267705,0.5867684540702747,1.1606352224178411,1.978012305138062,30000,0.43465388351258066,0.329209100658184,1.943435655847187e-05,1.9434860163807986e-05,3.844239255264973e-05
boot_352,0.12104266590268783,0.5365425111171794,1.169489397083501,2.179677048605917,30000,0.3869593731050859,0.3127816452706653,1.447951340322417e-05,1.4479792950365637e-05,3.156127236247774e-05
boot_353,0.12316776801798664,0.5271928753768859,0.9787956543935121,1.8566177581473937,30000,0.39781850854285733,0.3095810070315243,1.7791193621546405e-05,1.77916156669853e-05,3.30322295934583e-05
boot_354,0.1423855627412871,0.5714230184865023,1.1056983200849688,1.9349908637099935,30000,0.4389895973589191,0.32432253553123225,2.0219685685624298e-05,2.0220230814573048e-05,3.912596188830613e-05
boot_356,0.13785083500103834,0.627692777554696,1.3503133731099908,2.151232930177099,30000,0.40338881192960885,0.3417086819614483,1.5715023057879578e-05,1.5715352347378915e-05,3.38073834790175e-05
boot_355,0.13918502778623718,0.5755361729813089,1.0791580563314696,1.8750481846195206,30000,0.42738045259376267,0.32564341776138633,1.9902427794778937e-05,1.990295595097056e-05,3.731900142442963e-05
boot_357,0.12285972384297487,0.5490913696647113,1.1469285362332955,2.088775383473316,30000,0.38753466688184834,0.317005052042507,1.5146326358899571e-05,1.5146632246679898e-05,3.16379125793881e-05
boot_358,0.1408759057954601,0.631679910807198,1.3730544703815504,2.173655433535919,30000,0.4108248468317061,0.34288689399024475,1.603952791890823e-05,1.6039870948185415e-05,3.4865152639738156e-05
boot_359,0.13690305488967558,0.56722270870389,1.179056676240205,2.0786485769132237,30000,0.4238626324590934,0.3229651513877375,1.769652602649691e-05,1.769694359239407e-05,3.678572661404353e-05
boot_360,0.11265620396522819,0.5294574104060523,0.9714303097251334,1.8347657255002296,30000,0.36295310898592936,0.3103605126477142,1.5526319040211516e-05,1.552664046897624e-05,2.848774776464242e-05
boot_361,0.1428813084738722,0.5656617807023635,1.2033776798107245,2.127380213520048,30000,0.44306753037398705,0.3224585085235884,1.869787598060727e-05,1.869834213965043e-05,3.977848309352044e-05
boot_362,0.167565379663757,0.6019197902915298,1.1744907332250767,1.951241265312496,30000,0.5017669000633035,0.33392501978338396,2.5806461820342015e-05,2.5807349815525612e-05,5.03563659084084e-05
boot_363,0.1414435648562022,0.5830440856420782,1.2255890350815444,2.102052083646235,30000,0.4311551300964741,0.3280334603644676,1.802877604450197e-05,1.802920943727424e-05,3.789833726411669e-05
boot_364,0.14139560378364105,0.5812041982770265,1.3688272600567997,2.355157213445245,30000,0.4317799015607234,0.32745025088709756,1.6132286768900622e-05,1.6132633777266532e-05,3.799488881239969e-05
boot_365,0.1298639121958611,0.5830036837348525,1.183213964012696,2.029513701239007,30000,0.3958718788047873,0.3280206710127241,1.614372002365e-05,1.61440675240582e-05,3.276460623380381e-05
boot_366,0.12647481290742107,0.5400238682348348,1.1238803391595857,2.081167898806382,30000,0.4028045251148342,0.3139615561767242,1.620468966747431e-05,1.620503979766227e-05,3.372540862577459e-05
boot_367,0.1379036002885812,0.5530707479953851,1.0181733041780714,1.8409458606669378,30000,0.4331762076730909,0.31832735224442926,2.0756088368940877e-05,2.075666280511078e-05,3.821189247232808e-05
boot_368,0.13332728729133778,0.5631740980141959,1.041423621883978,1.849203693060697,30000,0.4144774513209477,0.3216485720738613,1.9140026574330386e-05,1.9140515040952425e-05,3.539471110081304e-05
boot_369,0.15496023334438758,0.6195083592919584,1.2227801164124423,1.9737911491783076,30000,0.4567137521767606,0.3392686625944986,2.1295320669474673e-05,2.129592534088679e-05,4.203370895140438e-05
boot_370,0.12764869032878917,0.5269436319080415,0.9648996949622106,1.8311250701870103,30000,0.41240540790440244,0.30949504273771405,1.9164546956726714e-05,1.9165036675720444e-05,3.5093579127965226e-05
boot_372,0.13643253851335654,0.5548794819096661,1.1040044677940246,1.989629286695729,30000,0.42775413172347115,0.31892570708768286,1.8784921598522785e-05,1.878539210801338e-05,3.737596630016624e-05
boot_371,0.13310399041364904,0.5567500330797868,1.09094057673335,1.9594800393608767,30000,0.41651188802329686,0.3195427696494612,1.8214805992359174e-05,1.821524837531285e-05,3.5692415603426175e-05
boot_373,0.10832278619124515,0.5172810103765686,0.9300723070025171,1.7980020305122857,30000,0.3538062511777672,0.3061363301476009,1.5225886076928716e-05,1.522619518667978e-05,2.7376729862626635e-05
